1404434192079,90.0,x
1404434192080,70.0,x
1404434192081,57.0,x
1404434192081,69.0,x
1404434192081,75.0,x
1404434192081,60.0,x
1404434192081,45.0,x
1404434192081,45.0,x
1404434192081,60.0,x
1404434192081,85.0,x
1404434192082,105.0,x
1404434192082,121.0,x
1404434192082,120.0,x
1404434192082,104.0,x
1404434192082,87.0,x
1404434192082,86.0,x
1404434192082,84.0,x
1404434192082,86.0,x
1404434192082,88.0,x
1404434192082,89.0,x
1404434192082,112.0,x
1404434192083,121.0,x
1404434192083,89.0,x
1404434192083,52.0,x
1404434192083,22.0,x
1404434192083,38.0,x
1404434192083,55.0,x
1404434192083,27.0,x
1404434192083,19.0,x
1404434192083,39.0,x
1404434192083,73.0,x
1404434192083,97.0,x
1404434192084,92.0,x
1404434192084,85.0,x
1404434192084,87.0,x
1404434192084,105.0,x
1404434192084,129.0,x
1404434192084,122.0,x
1404434192084,115.0,x
1404434192084,128.0,x
1404434192084,98.0,x
1404434192085,69.0,x
1404434192085,86.0,x
1404434192085,120.0,x
1404434192085,122.0,x
1404434192085,101.0,x
1404434192085,96.0,x
1404434192085,117.0,x
1404434192085,137.0,x
1404434192085,157.0,x
1404434192085,167.0,x
1404434192085,135.0,x
1404434192086,106.0,x
1404434192086,97.0,x
1404434192086,96.0,x
1404434192086,100.0,x
1404434192086,101.0,x
1404434192086,81.0,x
1404434192086,58.0,x
1404434192086,71.0,x
1404434192086,106.0,x
1404434192086,139.0,x
1404434192086,151.0,x
1404434192086,134.0,x
1404434192087,90.0,x
1404434192087,82.0,x
1404434192087,104.0,x
1404434192087,104.0,x
1404434192087,68.0,x
1404434192087,52.0,x
1404434192087,81.0,x
1404434192087,100.0,x
1404434192087,82.0,x
1404434192087,39.0,x
1404434192087,13.0,x
1404434192088,21.0,x
1404434192088,35.0,x
1404434192088,56.0,x
1404434192088,77.0,x
1404434192088,70.0,x
1404434192088,41.0,x
1404434192088,21.0,x
1404434192088,51.0,x
1404434192088,77.0,x
1404434192088,65.0,x
1404434192089,48.0,x
1404434192089,39.0,x
1404434192089,25.0,x
1404434192089,3.0,x
1404434192089,11.0,x
1404434192089,27.0,x
1404434192089,39.0,x
1404434192089,40.0,x
1404434192089,39.0,x
1404434192089,39.0,x
1404434192090,36.0,x
1404434192090,40.0,x
1404434192090,54.0,x
1404434192090,51.0,x
1404434192090,40.0,x
1404434192090,42.0,x
1404434192090,27.0,x
1404434192090,20.0,x
1404434192090,36.0,x
1404434192090,45.0,x
1404434192090,50.0,x
1404434192091,67.0,x
1404434192091,77.0,x
1404434192091,67.0,x
1404434192091,49.0,x
1404434192091,45.0,x
1404434192091,43.0,x
1404434192091,41.0,x
1404434192091,49.0,x
1404434192091,53.0,x
1404434192091,56.0,x
1404434192091,60.0,x
1404434192092,69.0,x
1404434192092,72.0,x
1404434192092,77.0,x
1404434192092,82.0,x
1404434192092,92.0,x
1404434192092,97.0,x
1404434192092,77.0,x
1404434192092,55.0,x
1404434192092,41.0,x
1404434192092,49.0,x
1404434192367,90.0,x
1404434192367,92.0,x
1404434192368,88.0,x
1404434192368,91.0,x
1404434192368,97.0,x
1404434192368,106.0,x
1404434192368,120.0,x
1404434192369,123.0,x
1404434192369,116.0,x
1404434192369,117.0,x
1404434192369,112.0,x
1404434192369,98.0,x
1404434192369,84.0,x
1404434192369,91.0,x
1404434192369,82.0,x
1404434192369,58.0,x
1404434192369,42.0,x
1404434192369,53.0,x
1404434192370,49.0,x
1404434192370,27.0,x
1404434192370,18.0,x
1404434192370,10.0,x
1404434192370,11.0,x
1404434192370,8.0,x
1404434192370,4.0,x
1404434192370,10.0,x
1404434192370,27.0,x
1404434192370,24.0,x
1404434192370,-11.0,x
1404434192371,-29.0,x
1404434192371,-24.0,x
1404434192371,-18.0,x
1404434192371,-11.0,x
1404434192371,1.0,x
1404434192371,20.0,x
1404434192371,22.0,x
1404434192371,25.0,x
1404434192371,51.0,x
1404434192371,72.0,x
1404434192372,65.0,x
1404434192372,53.0,x
1404434192372,53.0,x
1404434192372,58.0,x
1404434192372,64.0,x
1404434192372,64.0,x
1404434192372,61.0,x
1404434192372,77.0,x
1404434192372,99.0,x
1404434192372,106.0,x
1404434192373,107.0,x
1404434192373,118.0,x
1404434192373,117.0,x
1404434192373,108.0,x
1404434192373,114.0,x
1404434192373,116.0,x
1404434192373,105.0,x
1404434192373,100.0,x
1404434192373,102.0,x
1404434192373,84.0,x
1404434192374,58.0,x
1404434192374,51.0,x
1404434192374,52.0,x
1404434192374,56.0,x
1404434192374,69.0,x
1404434192374,69.0,x
1404434192374,58.0,x
1404434192374,59.0,x
1404434192374,66.0,x
1404434192374,58.0,x
1404434192375,66.0,x
1404434192375,105.0,x
1404434192375,105.0,x
1404434192375,64.0,x
1404434192375,54.0,x
1404434192375,69.0,x
1404434192375,68.0,x
1404434192375,67.0,x
1404434192375,81.0,x
1404434192375,75.0,x
1404434192376,48.0,x
1404434192376,35.0,x
1404434192376,44.0,x
1404434192376,52.0,x
1404434192376,44.0,x
1404434192376,27.0,x
1404434192376,23.0,x
1404434192376,34.0,x
1404434192376,37.0,x
1404434192376,57.0,x
1404434192377,84.0,x
1404434192377,80.0,x
1404434192377,73.0,x
1404434192377,86.0,x
1404434192377,129.0,x
1404434192377,131.0,x
1404434192377,81.0,x
1404434192377,57.0,x
1404434192377,58.0,x
1404434192377,76.0,x
1404434192378,96.0,x
1404434192378,83.0,x
1404434192378,65.0,x
1404434192378,54.0,x
1404434192378,51.0,x
1404434192378,43.0,x
1404434192378,38.0,x
1404434192378,42.0,x
1404434192378,51.0,x
1404434192378,55.0,x
1404434192378,72.0,x
1404434192379,91.0,x
1404434192379,85.0,x
1404434192379,72.0,x
1404434192379,54.0,x
1404434192379,50.0,x
1404434192379,60.0,x
1404434192379,64.0,x
1404434192379,43.0,x
1404434192379,26.0,x
1404434192379,27.0,x
1404434192380,43.0,x
1404434192380,57.0,x
1404434192380,71.0,x
1404434192380,90.0,x
1404434192380,108.0,x
1404434192380,107.0,x
1404434192380,92.0,x
1404434192655,64.0,x
1404434192655,49.0,x
1404434192656,20.0,x
1404434192656,3.0,x
1404434192656,25.0,x
1404434192656,56.0,x
1404434192657,52.0,x
1404434192657,34.0,x
1404434192657,37.0,x
1404434192657,64.0,x
1404434192657,90.0,x
1404434192657,102.0,x
1404434192657,70.0,x
1404434192657,12.0,x
1404434192657,-34.0,x
1404434192657,-11.0,x
1404434192658,80.0,x
1404434192658,170.0,x
1404434192658,196.0,x
1404434192658,162.0,x
1404434192658,154.0,x
1404434192658,228.0,x
1404434192658,309.0,x
1404434192658,310.0,x
1404434192658,266.0,x
1404434192658,257.0,x
1404434192659,290.0,x
1404434192659,322.0,x
1404434192659,330.0,x
1404434192659,308.0,x
1404434192659,293.0,x
1404434192659,322.0,x
1404434192659,370.0,x
1404434192659,343.0,x
1404434192659,253.0,x
1404434192659,214.0,x
1404434192659,250.0,x
1404434192660,301.0,x
1404434192660,292.0,x
1404434192660,216.0,x
1404434192660,176.0,x
1404434192660,215.0,x
1404434192660,269.0,x
1404434192660,236.0,x
1404434192660,165.0,x
1404434192660,134.0,x
1404434192660,147.0,x
1404434192660,150.0,x
1404434192661,119.0,x
1404434192661,90.0,x
1404434192661,87.0,x
1404434192661,72.0,x
1404434192661,51.0,x
1404434192661,32.0,x
1404434192661,13.0,x
1404434192661,4.0,x
1404434192661,20.0,x
1404434192661,40.0,x
1404434192661,16.0,x
1404434192662,-34.0,x
1404434192662,-73.0,x
1404434192662,-69.0,x
1404434192662,-55.0,x
1404434192662,-67.0,x
1404434192662,-74.0,x
1404434192662,-70.0,x
1404434192662,-68.0,x
1404434192662,-57.0,x
1404434192662,-45.0,x
1404434192663,-44.0,x
1404434192663,-56.0,x
1404434192663,-76.0,x
1404434192663,-87.0,x
1404434192663,-81.0,x
1404434192663,-70.0,x
1404434192663,-67.0,x
1404434192663,-44.0,x
1404434192663,-5.0,x
1404434192663,-9.0,x
1404434192663,-25.0,x
1404434192664,-20.0,x
1404434192664,-6.0,x
1404434192664,4.0,x
1404434192664,-12.0,x
1404434192664,-56.0,x
1404434192664,-75.0,x
1404434192664,-68.0,x
1404434192664,-50.0,x
1404434192664,-39.0,x
1404434192664,-39.0,x
1404434192664,-50.0,x
1404434192665,-59.0,x
1404434192665,-50.0,x
1404434192665,-18.0,x
1404434192665,13.0,x
1404434192665,4.0,x
1404434192665,-24.0,x
1404434192665,-41.0,x
1404434192665,-41.0,x
1404434192666,-33.0,x
1404434192666,-13.0,x
1404434192666,4.0,x
1404434192666,33.0,x
1404434192666,9.0,x
1404434192666,-23.0,x
1404434192666,-14.0,x
1404434192666,-26.0,x
1404434192666,-50.0,x
1404434192666,-62.0,x
1404434192667,-77.0,x
1404434192667,-74.0,x
1404434192667,-57.0,x
1404434192667,-34.0,x
1404434192667,-13.0,x
1404434192667,-17.0,x
1404434192667,-34.0,x
1404434192667,-36.0,x
1404434192667,-26.0,x
1404434192667,-26.0,x
1404434192668,-44.0,x
1404434192668,-43.0,x
1404434192668,-27.0,x
1404434192668,-25.0,x
1404434192668,-22.0,x
1404434192668,-20.0,x
1404434192668,-12.0,x
1404434192668,1.0,x
1404434192956,51.0,x
1404434192957,52.0,x
1404434192958,60.0,x
1404434192958,56.0,x
1404434192958,33.0,x
1404434192958,21.0,x
1404434192958,28.0,x
1404434192958,32.0,x
1404434192958,36.0,x
1404434192958,32.0,x
1404434192959,16.0,x
1404434192959,22.0,x
1404434192959,34.0,x
1404434192959,29.0,x
1404434192959,22.0,x
1404434192959,7.0,x
1404434192959,-3.0,x
1404434192959,18.0,x
1404434192959,39.0,x
1404434192959,34.0,x
1404434192959,24.0,x
1404434192959,32.0,x
1404434192960,41.0,x
1404434192960,32.0,x
1404434192960,16.0,x
1404434192960,24.0,x
1404434192960,29.0,x
1404434192960,28.0,x
1404434192960,21.0,x
1404434192960,23.0,x
1404434192960,50.0,x
1404434192960,69.0,x
1404434192961,67.0,x
1404434192961,53.0,x
1404434192961,37.0,x
1404434192961,20.0,x
1404434192961,26.0,x
1404434192961,3.0,x
1404434192961,-59.0,x
1404434192961,-85.0,x
1404434192961,-39.0,x
1404434192962,12.0,x
1404434192962,50.0,x
1404434192962,49.0,x
1404434192962,-11.0,x
1404434192962,-41.0,x
1404434192962,-4.0,x
1404434192962,19.0,x
1404434192962,-12.0,x
1404434192962,-56.0,x
1404434192962,-78.0,x
1404434192962,-67.0,x
1404434192963,-3.0,x
1404434192963,49.0,x
1404434192963,12.0,x
1404434192963,-42.0,x
1404434192963,-57.0,x
1404434192963,-24.0,x
1404434192963,-21.0,x
1404434192963,-67.0,x
1404434192963,-93.0,x
1404434192963,-67.0,x
1404434192964,-4.0,x
1404434192964,44.0,x
1404434192964,43.0,x
1404434192964,17.0,x
1404434192964,21.0,x
1404434192964,43.0,x
1404434192964,42.0,x
1404434192964,-12.0,x
1404434192964,-43.0,x
1404434192965,-6.0,x
1404434192965,41.0,x
1404434192965,57.0,x
1404434192965,49.0,x
1404434192965,43.0,x
1404434192965,41.0,x
1404434192965,59.0,x
1404434192965,90.0,x
1404434192965,106.0,x
1404434192965,101.0,x
1404434192966,72.0,x
1404434192966,58.0,x
1404434192966,84.0,x
1404434192966,106.0,x
1404434192966,91.0,x
1404434192966,52.0,x
1404434192966,34.0,x
1404434192966,43.0,x
1404434192966,56.0,x
1404434192966,55.0,x
1404434192966,40.0,x
1404434192967,25.0,x
1404434192967,25.0,x
1404434192967,36.0,x
1404434192967,49.0,x
1404434192967,36.0,x
1404434192967,21.0,x
1404434192967,49.0,x
1404434192967,86.0,x
1404434192967,70.0,x
1404434192967,35.0,x
1404434192968,22.0,x
1404434192968,34.0,x
1404434192968,58.0,x
1404434192968,74.0,x
1404434192968,83.0,x
1404434192968,88.0,x
1404434192968,91.0,x
1404434192968,86.0,x
1404434192968,60.0,x
1404434192968,39.0,x
1404434192968,29.0,x
1404434192969,53.0,x
1404434192969,128.0,x
1404434192969,165.0,x
1404434192969,145.0,x
1404434192969,97.0,x
1404434192969,60.0,x
1404434192969,75.0,x
1404434192969,109.0,x
1404434192969,121.0,x
1404434192969,116.0,x
1404434192970,108.0,x
1404434192970,69.0,x
1404434192970,40.0,x
1404434192970,58.0,x
1404434193249,20.0,x
1404434193249,-18.0,x
1404434193251,-25.0,x
1404434193251,-8.0,x
1404434193251,1.0,x
1404434193251,8.0,x
1404434193251,42.0,x
1404434193251,68.0,x
1404434193251,74.0,x
1404434193251,84.0,x
1404434193251,89.0,x
1404434193251,53.0,x
1404434193252,32.0,x
1404434193252,21.0,x
1404434193252,12.0,x
1404434193252,13.0,x
1404434193252,36.0,x
1404434193252,84.0,x
1404434193252,119.0,x
1404434193252,91.0,x
1404434193252,49.0,x
1404434193252,56.0,x
1404434193252,90.0,x
1404434193253,89.0,x
1404434193253,53.0,x
1404434193253,35.0,x
1404434193253,39.0,x
1404434193253,56.0,x
1404434193253,69.0,x
1404434193253,56.0,x
1404434193253,69.0,x
1404434193253,69.0,x
1404434193253,10.0,x
1404434193253,-19.0,x
1404434193254,21.0,x
1404434193254,77.0,x
1404434193254,102.0,x
1404434193254,84.0,x
1404434193254,57.0,x
1404434193254,66.0,x
1404434193254,81.0,x
1404434193254,65.0,x
1404434193254,57.0,x
1404434193254,42.0,x
1404434193254,21.0,x
1404434193255,16.0,x
1404434193255,12.0,x
1404434193255,23.0,x
1404434193255,39.0,x
1404434193255,57.0,x
1404434193255,59.0,x
1404434193255,65.0,x
1404434193255,50.0,x
1404434193255,5.0,x
1404434193255,-29.0,x
1404434193255,-10.0,x
1404434193256,41.0,x
1404434193256,56.0,x
1404434193256,50.0,x
1404434193256,51.0,x
1404434193256,68.0,x
1404434193256,72.0,x
1404434193256,61.0,x
1404434193256,44.0,x
1404434193256,24.0,x
1404434193256,5.0,x
1404434193257,-25.0,x
1404434193257,-54.0,x
1404434193257,-49.0,x
1404434193257,-5.0,x
1404434193257,27.0,x
1404434193257,54.0,x
1404434193257,82.0,x
1404434193257,116.0,x
1404434193257,116.0,x
1404434193257,101.0,x
1404434193258,86.0,x
1404434193258,86.0,x
1404434193258,77.0,x
1404434193258,58.0,x
1404434193258,43.0,x
1404434193258,51.0,x
1404434193258,77.0,x
1404434193258,82.0,x
1404434193258,56.0,x
1404434193258,45.0,x
1404434193259,69.0,x
1404434193259,85.0,x
1404434193259,50.0,x
1404434193259,7.0,x
1404434193259,39.0,x
1404434193259,101.0,x
1404434193259,103.0,x
1404434193259,80.0,x
1404434193259,59.0,x
1404434193259,58.0,x
1404434193259,60.0,x
1404434193260,82.0,x
1404434193260,89.0,x
1404434193260,80.0,x
1404434193260,75.0,x
1404434193260,82.0,x
1404434193260,99.0,x
1404434193260,119.0,x
1404434193260,92.0,x
1404434193260,49.0,x
1404434193260,20.0,x
1404434193261,33.0,x
1404434193261,57.0,x
1404434193261,66.0,x
1404434193261,67.0,x
1404434193261,38.0,x
1404434193261,9.0,x
1404434193261,9.0,x
1404434193261,5.0,x
1404434193261,-9.0,x
1404434193261,-14.0,x
1404434193262,-4.0,x
1404434193262,11.0,x
1404434193262,12.0,x
1404434193262,20.0,x
1404434193262,25.0,x
1404434193262,22.0,x
1404434193262,26.0,x
1404434193262,27.0,x
1404434193262,24.0,x
1404434193262,12.0,x
1404434193536,1.0,x
1404434193536,-12.0,x
1404434193538,-8.0,x
1404434193538,-18.0,x
1404434193538,-28.0,x
1404434193538,-22.0,x
1404434193538,4.0,x
1404434193538,36.0,x
1404434193538,54.0,x
1404434193538,71.0,x
1404434193538,56.0,x
1404434193539,18.0,x
1404434193539,2.0,x
1404434193539,5.0,x
1404434193539,24.0,x
1404434193539,-10.0,x
1404434193539,-56.0,x
1404434193539,-65.0,x
1404434193539,-23.0,x
1404434193539,10.0,x
1404434193539,27.0,x
1404434193540,44.0,x
1404434193540,28.0,x
1404434193540,9.0,x
1404434193540,51.0,x
1404434193540,86.0,x
1404434193540,74.0,x
1404434193540,43.0,x
1404434193540,36.0,x
1404434193540,90.0,x
